iter,k,mse_est,mse_true
501,91,3377.7046501020213,3599.1672741070242
502,191,3732.3734941737816,3677.858351154739
503,161,3211.1019742307785,3674.0640929373603
504,171,3921.5080959852708,3619.5307896308973
505,191,3578.6705126777115,3681.9369790308087
506,91,2969.9118853757655,4125.6065162453815
507,31,2804.1375381615694,3603.1243067898663
508,81,3635.801951155715,3808.622211455978
509,191,3013.3774272949163,3796.9036841350007
510,61,3995.103101016392,3591.5143111799916
511,41,3736.685722448851,3704.67051926923
512,71,3188.4714248044843,3731.240675912546
513,61,3677.6094959523703,3651.807635782464
514,51,3785.185777024436,3561.2415787230607
515,31,2980.3319608120805,3675.165032383599
516,31,3384.841200381662,3722.432057642317
517,71,2904.5222157368094,3989.2834315147343
518,31,3421.3804123814584,3649.892729813018
519,101,3364.4404912553455,3658.323743320847
520,51,2971.6658477303595,3581.8058259204213
521,51,4064.45874874357,3961.8693115808096
522,81,3557.869876939413,3620.7836724792464
523,51,4273.206379955478,3600.3842999083963
524,11,3478.106153201063,3906.0477333807435
525,71,3097.022891609768,3629.9161773320393
526,41,3211.987708973723,3595.2125539459844
527,31,3164.71254323004,3694.2931593007397
528,61,3203.3846393202793,3641.8366982604794
529,21,3889.6471964064826,3653.4610410727937
530,61,3013.3742793558517,3594.8219899866976
531,41,3767.2611718398994,3604.0712422053834
532,51,3046.1674663784324,3666.771495693697
533,81,4003.6321362850736,3594.806350572127
534,191,2693.325051246201,3672.8234098183657
535,61,4176.768910589724,3759.970756309229
536,191,3342.735734420483,3615.3205756957
537,21,3967.72825065454,3813.3751582105942
538,91,3381.8259988101568,3766.2226131446428
539,181,3008.2688892228343,3735.729913021335
540,51,3639.6191635655728,3619.366420570072
541,141,3447.1361118983386,3684.483379081418
542,41,4160.01274373917,3715.6691089565843
543,151,3527.5097920577027,3696.762972757996
544,41,3426.75576355952,3619.747747758725
545,21,3750.81496500061,3776.165370719626
546,51,2869.33999724008,3627.9253120867074
547,71,3832.993359103039,3704.9233853381393
548,21,3401.1072656227348,3725.083815637219
549,51,3937.8367929605806,3611.0051156522277
550,71,3847.701977154057,3613.373326010409
551,21,3271.43569941982,3584.0119240184404
552,51,3383.352017815104,3582.211862247395
553,31,2784.4579468798984,3649.9963925156962
554,161,3487.791026146595,3647.8854564702415
555,81,3653.480246273524,3695.062379324913
556,51,3299.8238508783584,3682.194114825564
557,51,3288.365060152865,3644.308454694326
558,111,3625.756697355827,3711.4434171408575
559,61,3304.9549925078963,3624.6823599124414
560,81,3204.0775992380745,3578.1283541994994
561,191,3242.960751582776,3679.5948668848273
562,31,3582.442889026139,3641.158868482495
563,51,2936.7422750572828,3672.6761386229623
564,51,3497.135120699301,3650.743006740399
565,51,4531.078227255689,3567.9998729356735
566,81,3387.612398968121,3673.22605165552
567,81,3357.1478592712683,3744.115209777331
568,171,2897.5567369556866,3673.235198714248
569,71,3451.3646691240115,3625.2456436641764
570,41,3105.383503527666,3710.788199678581
571,81,3760.9365494476856,3986.5395852765273
572,91,3747.612343249721,3578.360934610908
573,191,3313.1180101067403,3845.625498078625
574,31,3211.4973518936667,3970.9986377740115
575,51,2880.1699389426176,3736.7523293563822
576,41,3522.118001423877,3742.9810541796237
577,71,4173.886181577834,3509.285621173142
578,191,3359.9828224873604,3643.6029725914755
579,71,3046.859430882435,3744.1847585929513
580,71,2828.1219003843075,3622.4795523791677
581,21,3154.795289329472,3741.662451333867
582,31,2829.669642203219,3640.964086426708
583,101,3673.7141906254506,3616.0765499785775
584,81,3307.5509267154293,3713.9408066698998
585,51,3399.470164720798,3664.2458089266142
586,71,3830.434331132877,3683.7472980660655
587,141,2719.3802108081127,3811.988648454867
588,91,4210.198556944363,3551.485362732082
589,31,3982.1988273849324,3593.2099718877803
590,191,3691.74183904859,3619.803291185634
591,81,3801.5225559552478,3620.4921051873166
592,51,3137.5445933758238,3664.4880000951666
593,41,3661.9601996771685,3599.1593241119153
594,51,3227.0530713165517,3586.0702087734844
595,101,3087.9147710549387,3645.741248779734
596,71,3149.069466891717,3674.2812525136815
597,41,3687.6443874842057,3597.206425732581
598,21,3958.3433570469697,3731.8212767240852
599,191,4178.957399748062,3628.056860146586
600,121,3217.71318101496,3694.7752611139686
601,91,3453.7938973001246,3589.5061487192106
602,41,3642.978759876454,3745.686956304684
603,21,3446.43928955701,3644.2150892084114
604,191,3060.8150818380764,3925.7682708916077
605,81,3536.518918144179,3653.005258122137
606,171,3992.331488323171,3647.1709945106445
607,61,3983.8925038423745,3590.611863468274
608,51,4002.023450050016,3643.8306459614064
609,141,3320.585886315773,3645.0416480399917
610,51,3738.5458879441253,3682.906323892654
611,141,3246.1985052018044,3671.3268127069505
612,101,3571.235148917116,3605.036021759223
613,41,3668.986057424786,3658.5619565136676
614,41,3390.9874291107994,3604.574414384548
615,51,2736.3976655395472,3791.4014164499863
616,51,2802.9521881936557,3685.196956185275
617,101,2983.4757167946555,3610.3012537275
618,51,3204.786823722436,3622.4687577744103
619,111,3487.4496687808073,3706.54063363004
620,81,3185.3470211094236,3744.9793398749166
621,151,4002.6506107019823,3621.8561986957743
622,71,2913.112803914597,4017.2606930447682
623,81,3947.6192084968256,3600.3480608651735
624,171,3198.3973477820637,3668.594660584883
625,31,2925.0291033096705,3572.0653279984986
626,41,3563.378008469106,3852.857151006658
627,61,3996.2023300890983,3654.909770075105
628,101,3663.1023961091187,3631.0607414217934
629,121,3484.948350948884,3739.0057547480897
630,51,3485.269661476059,3690.397354528166
631,51,3929.3710236867746,3556.6337068191533
632,41,4298.963112510743,3614.195000164658
633,41,3640.5796939271436,3585.842257208031
634,61,3841.99210800822,3619.599407661839
635,31,3635.6004851884854,3665.179705880126
636,51,3260.8988826916943,3731.2190818228614
637,181,3139.9334252146036,3847.2494385095033
638,161,3352.3824518506212,3834.068454719004
639,31,2955.3504064866083,3607.345520286391
640,31,3791.933772770722,3612.1342069844604
641,81,2623.284319553434,3739.692824994659
642,191,4033.8214080051716,3697.323350030333
643,131,3328.7820226887134,3659.5668118643302
644,21,3071.482889925936,3625.8046612212925
645,191,3124.4384147632377,3780.554891423429
646,101,3216.087023433287,3790.328214776466
647,21,3343.019490290691,3695.260116597883
648,101,2919.325599141245,3890.628521290139
649,21,3153.7697124553465,3694.055696127705
650,41,3529.7583069900097,3851.384427753506
651,31,3636.3915200161855,3596.2899628135788
652,51,3403.3756662704163,3580.108243531283
653,31,3796.961204012174,3683.3425544364727
654,111,3385.933769900683,3596.4721910199764
655,81,3045.61017603005,3863.6632051087417
656,81,3213.5466942919793,3664.0318787299616
657,101,4379.125724047704,3589.341528066011
658,21,2978.2846455477525,3804.625170782013
659,121,3291.481000301414,3699.925265155483
660,111,3329.244803825754,3909.9913391144455
661,41,3504.6161553302327,3739.606142987768
662,31,2788.885413435694,3592.7964793094025
663,21,3079.4634504223495,3753.495562539143
664,61,3745.6796085088267,3644.531315771496
665,191,4127.842213801529,3663.867835021019
666,121,2564.327484024872,3695.1058060625433
667,191,3657.402320367817,3919.7065071181682
668,161,2726.674419076664,3784.3334660788696
669,41,3557.7548640524506,3797.988680098387
670,61,3457.9827985130432,3654.214175006611
671,21,3699.234082496795,3778.341990904773
672,71,3270.302358435786,3671.056482600228
673,51,3571.1935520431184,3540.412069412432
674,21,3966.3637025402304,3610.02161588079
675,81,3843.7571192806317,3560.3198062847237
676,51,3023.1178911455754,3626.7168771359225
677,21,3740.9873604249215,3623.7934423150928
678,41,3586.9096286696117,3574.514763073303
679,41,2569.5801338895203,3678.631032392896
680,31,3068.5692258502427,3827.0961098581265
681,21,2794.5355213830335,3783.8926171149915
682,191,3390.1776876089184,3721.7607978788155
683,31,2810.373932243202,3693.397248257015
684,101,3961.673886679331,3671.50364495342
685,41,3922.1804951616464,3632.326448223911
686,181,3608.202718832026,3650.3827235235535
687,31,3825.706861067075,3645.09622398846
688,71,4212.78266312489,3536.340780046056
689,81,3902.3390138334257,3556.073400070465
690,61,2914.626178668119,3782.7485667439805
691,81,3510.7955265988976,3752.95744243797
692,101,3187.9747279448156,3891.5281455850854
693,51,2917.4308017220765,4033.1771291660616
694,131,3443.666595778356,3867.6343713562705
695,61,3092.2247340704535,3714.498373353438
696,31,4342.450549426309,3588.044976021965
697,31,3072.8784020022713,3704.9631941201437
698,71,2794.9754343421428,3585.9912231347635
699,141,3984.9749136415203,3713.5815378760894
700,71,3323.426152633468,3570.1698110666825
701,41,3264.68610432075,3611.6222399043572
702,141,3507.643348578588,3598.2373340430445
703,31,3544.179286870136,3799.720031908683
704,181,3717.1666981337285,3848.9810894219977
705,101,3443.342144683027,3676.2271512846933
706,51,3300.395547116379,3664.5701210114726
707,131,2978.867423670039,3840.502376397992
708,91,4062.846538950521,3614.3594276279796
709,31,3779.716005308351,3626.7106050498733
710,91,3289.096517613034,3614.5933238611146
711,101,3248.567331076524,3780.559101435981
712,191,3617.6242208028684,4055.650608489493
713,131,3259.868172258074,3705.848842233339
714,71,3739.4687244624165,3560.308555992629
715,71,3448.9552821386146,3629.2406955418073
716,181,3571.271313935313,3592.1895789743176
717,11,2942.0945114363344,3774.5766459971123
718,31,3779.118514815249,3803.905426820654
719,61,3598.7068773880997,3614.6493598483094
720,61,2978.292816651304,3905.03744621081
721,81,3172.765160444366,3579.4527886135484
722,131,3751.929456944122,3629.560187024883
723,71,3619.268146809175,3583.2272100988266
724,41,2885.2083656406617,3771.373224863921
725,21,3759.5166860941463,3732.202997487024
726,41,3265.1157747019083,3620.73417116392
727,81,3004.8538395818578,3679.152793610932
728,111,3445.734078495499,3697.7519893491904
729,181,3062.548372128199,3661.2920969106176
730,61,3737.7754924124624,3590.442298939551
731,91,4085.5069786315125,3549.0727734327934
732,21,3745.3019121326106,3721.7776782816914
733,31,2977.8942541942374,3647.580540054301
734,61,3867.512136396918,3670.021765178469
735,71,3548.1014002403103,3614.1076920616824
736,101,3150.5293278373438,3976.4973992701525
737,61,3405.0316369790785,3600.354223002671
738,141,3228.9807446490504,3632.9807074289924
739,61,3366.206072636398,3706.45658051587
740,21,3392.7388838461975,3658.3792934027047
741,31,3153.992216273279,3595.4629758174788
742,101,3220.9063710842,3628.9711984381956
743,191,3771.637981820567,3691.750261085863
744,51,2897.763954515145,3694.5344459611
745,121,3644.6849814213747,3627.753273218312
746,21,3574.836637554691,3618.147567741733
747,21,3619.860164981379,3583.6096871870427
748,81,3707.116529853191,3602.316258339902
749,121,3850.6714218164802,3787.1696926613777
750,51,3630.810035127047,3548.1574746620495
751,51,3587.9545697044928,3643.3369117826805
752,101,3456.208321688437,3681.594365540505
753,11,3566.4876685606987,3805.363709473233
754,181,3381.873023991027,3857.531512458719
755,51,3194.0673250864993,3582.587261361279
756,121,3857.034255860625,3589.5358376708728
757,31,3216.023666988327,3581.4682426852924
758,41,3677.368319257281,3634.9423355232548
759,111,3217.687589886182,3647.8640945378816
760,91,4118.7773407891655,3644.900821777008
761,31,3495.4685201483894,3807.384333032489
762,91,2812.6658349058266,3716.6958783291193
763,191,4118.777626599396,3654.2470398056366
764,61,2927.414706750453,3670.50945812517
765,51,3933.508513011673,3689.1370746132848
766,131,3893.823363198294,3680.325563161708
767,61,3857.106170021111,3558.5625233958367
768,51,2833.3023250855913,3677.585082018988
769,51,3470.5673317489945,3744.8396449814113
770,41,3806.5014489994073,3719.799406888749
771,161,3247.9554221075728,3737.1261555598885
772,51,2917.765548582375,3726.316134779841
773,141,3165.0554329297483,4046.4686341520646
774,61,3240.504181991267,3564.6402735068173
775,71,3601.4499498301143,3577.264284690788
776,41,3054.6789573708047,3624.9785961069556
777,161,3448.429118519754,3655.719753403084
778,121,3021.8694633490813,3712.292474054684
779,21,3230.4218915667134,3688.7162218877797
780,91,3665.187085215527,3579.640194297331
781,101,3598.106043579222,3634.6967005808624
782,181,3886.0999247957834,3680.813795123668
783,71,3201.1303877319065,3581.855700932186
784,31,3824.682615346285,3677.0771151464837
785,81,3393.276360381658,3743.1648883254275
786,171,4044.8298360916056,3657.8957615685968
787,31,3914.780968979201,3581.369190616571
788,61,3327.1601739567704,3727.0057891069755
789,51,3222.6632366928507,3565.3840716275135
790,181,3502.2254862451487,3687.651278002072
791,121,3135.367740260799,3769.3364180560948
792,51,3874.371695963475,3613.3850936365416
793,71,4037.2831727873076,3595.5312729515763
794,111,3216.7081483561924,3662.26759955829
795,61,2479.638802131669,3662.7786150658026
796,31,3634.1774182488302,3716.577241378997
797,191,3844.2142293819707,3670.5553464229315
798,61,3537.4495584741367,3699.769651496536
799,151,3480.627864155675,3729.759140572385
800,41,3233.000182145304,3659.5577414710706
801,41,3503.609113644622,3716.41687100521
802,111,3891.351942123566,3619.0764365440004
803,41,3654.682597584524,3706.2865215602455
804,51,3199.2319337067643,3659.375861901262
805,31,3764.1830562590694,3607.4974768797683
806,61,3091.637775482831,3952.8989850924627
807,111,3523.5807842878553,3625.50169810197
808,161,3837.6995593795045,3582.192123871186
809,41,4124.428561734951,3541.3176771514113
810,91,3539.1565230729,3577.4340990812925
811,101,3792.608064927558,3566.2961687420598
812,31,3487.582698808855,3616.568320988535
813,31,3771.195991128869,3643.873568283471
814,41,3040.527419918699,3719.9365705491973
815,41,3539.7288364548203,3720.5634815370886
816,171,4657.807983180393,3518.6945983908395
817,131,4363.367314047493,3681.304192962913
818,191,4041.441851581025,3677.587828471843
819,81,3402.3681596418687,3886.225571880006
820,101,3992.5209465345024,3761.095025445315
821,81,3365.7685072129298,3592.4780293077292
822,71,3924.0845275996353,3575.2903864075633
823,71,3624.2995911288726,3694.9477946472557
824,191,3013.3774272949163,3796.9036841350007
825,41,3072.1804530318823,3846.4036665545277
826,91,3656.751400264448,3851.3059977358253
827,111,3362.2977476289716,3716.552981735159
828,71,3039.9153802294877,3572.162733648398
829,51,3114.8056162227176,3681.2485993434548
830,51,3675.9678770543846,3576.856868034515
831,101,3226.9810213521364,3738.1649660360304
832,31,3469.934158024312,3649.7206633247206
833,71,3538.19315908949,3741.660372258293
834,41,3357.6112083730764,3640.439639406946
835,51,2971.6658477303595,3581.8058259204213
836,31,2909.9313097572262,3957.7981137967236
837,101,3113.895406931874,3674.3056091585795
838,141,3604.807168764958,3754.927469947848
839,41,3539.0046497346057,3556.3654994650383
840,61,4039.6533900981653,3601.8806676220265
841,121,3365.974882099101,3560.2190724767042
842,51,3639.0625449601716,3792.450997255284
843,51,3465.4752180855876,3592.5035143282075
844,111,2852.784298785017,3680.6063598992455
845,71,3853.7876040836136,3691.252127915517
846,41,3767.2611718398994,3604.0712422053834
847,51,3450.6010241348413,3768.0024975417714
848,91,3479.895440333143,3602.54800809613
849,71,3384.9727157103157,3612.115621753333
850,41,3113.0615059972242,3633.7759375733563
851,81,3018.3508763193886,3683.9944900299174
852,181,3357.578104759229,3640.793818175257
853,181,4111.057556781923,3695.984351992138
854,51,3808.4193419005287,3772.4201393822336
855,81,3225.6240403764555,3623.619740081135
856,41,3801.4306862774274,3739.7549558019255
857,41,4160.01274373917,3715.6691089565843
858,31,3970.167980010865,3616.596889624158
859,81,3317.6966709097874,3637.292536443658
860,161,3852.7214634062416,3765.5001776255253
861,21,3222.6857260203888,3792.4727062976826
862,21,4180.783317590798,3818.6645555645505
863,31,3405.341993902619,3553.656609632982
864,41,3059.1708850800715,3579.3498960804227
865,111,3735.551246959161,3653.883251784676
866,141,3051.516831165135,3635.6644455049036
867,31,3883.145989841473,3616.5436617589935
868,31,2784.4579468798984,3649.9963925156962
869,31,3274.074526816681,3655.1985819653823
870,101,3297.680982346605,3615.460710476403
871,101,3324.619163371466,3844.4814933730922
872,101,3750.0198216262743,3583.0310149503107
873,41,3825.0530375864278,3583.8357305564778
874,101,3939.68083593467,3613.0244712019526
875,31,3353.955976284518,3717.0223674605145
876,31,3624.046426695585,3719.9595255404356
877,31,2902.9229174090005,3631.2643737521257
878,151,3266.5095768463734,3602.3125535674308
879,51,3497.135120699301,3650.743006740399
880,21,3487.6164973926666,3818.3634837971863
881,51,3479.5049121154307,3609.85795877762
882,71,3762.441694478985,3591.6345144746087
883,191,3292.9846225655856,3870.220351148196
884,91,3490.692354207281,3652.293977129388
885,71,3261.7137620162734,3667.721090421501
886,31,3455.489368371281,3592.5437088475264
887,31,3622.284274810269,3674.886637597674
888,21,3476.9444828756473,3665.5817798587414
889,71,3544.5043385244558,3627.8476704333107
890,51,2880.1699389426176,3736.7523293563822
891,21,4176.818330776161,3774.816233874519
892,101,3252.086763445016,3671.6697701827734
893,61,2854.6659913868893,3605.733768344961
894,81,4471.980791406045,3545.9208173681723
895,171,3592.4295752482167,3655.3921783664446
896,81,4238.951134614209,3564.6186893237327
897,61,3513.51204788812,3660.954580744034
898,191,3233.902973778254,3773.5002245830337
899,61,3944.6939994672875,3577.909136721232
900,31,3347.073371539152,3785.7340649876114
901,71,3830.434331132877,3683.7472980660655
902,31,3816.3220909312176,3726.3078885480595
903,71,3641.706570334724,3601.6828332678733
904,141,3579.589937916338,3605.9875942586127
905,151,2992.066124719926,3848.0020863613663
906,51,3629.920703432161,3633.48362305004
907,51,3696.7483505994514,3667.9647436441173
908,51,3814.3006562872692,3636.183270610577
909,21,3380.9180118119843,4043.5580236045166
910,31,3690.7830213122475,3676.7456489680167
911,171,2821.9740271130495,3638.9240615216872
912,41,3687.6443874842057,3597.206425732581
913,91,3540.674652327442,3597.0326857754903
914,41,2970.617912657396,3834.6359889078963
915,61,4571.061058109926,3581.5984811871685
916,181,3143.690604909844,3968.3310786761763
917,61,3340.4664191498814,3824.353141465998
918,41,3957.385547693481,3628.015351469896
919,41,3927.590147547769,3641.277625842873
920,191,3548.2033315436674,3624.7567372076364
921,31,3408.6575437857,3770.013140797091
922,51,3227.9552843273555,3673.690418700841
923,51,4002.023450050016,3643.8306459614064
924,161,3092.791871847037,3640.583900361377
925,31,3858.462691560835,3640.587989758699
926,51,3571.434949542919,3678.8117628132945
927,51,4073.1543424992115,3572.453984112887
928,61,3651.44652448646,3517.9909904577944
929,41,3763.1900564999564,3788.6283497454015
930,91,3464.8813528126952,3681.5553091142037
931,61,3452.6641494878463,3654.120338603976
932,121,3530.2516009672054,3592.1580595251903
933,191,3839.233611150381,3741.825752805668
934,111,3487.4496687808073,3706.54063363004
935,91,3546.9052136635173,3620.10521801021
936,81,4013.0180804112383,3561.338380949155
937,161,3356.4873320449183,3712.663812468596
938,71,3537.00733564016,3611.594725139889
939,51,3387.4861716749865,3730.617246034428
940,51,3158.7493423627916,3605.9252903114725
941,31,2876.5998405031987,3748.3585364441246
942,51,3837.033788750299,3604.6691249476285
943,121,3507.2081214854,3774.3919750087894
944,41,3780.284413171884,3607.4929295062293
945,51,3485.269661476059,3690.397354528166
946,171,3831.0722797593357,3639.265641027574
947,171,3541.9072193378543,3599.058262529137
948,41,3149.936370808541,3615.9874271071617
949,191,3786.8900476748736,3638.141489306071
950,81,3434.7682702932434,3605.7865581981764
951,41,3598.2676102642145,3655.744757868017
952,11,3503.294760215965,3773.5134597966985
953,91,3503.2757801965568,3668.056545132332
954,91,3427.352376411237,3699.7257733076317
955,141,3908.8861909437205,3671.6905089341344
956,81,2623.284319553434,3739.692824994659
957,91,3638.0458505478127,4042.4102406805287
958,101,2510.9406950710973,3725.2125295400424
959,121,3364.32449463669,3644.0117597255417
960,51,3409.0823947805193,3767.3288287402597
961,41,3053.294726521111,3665.681181317767
962,31,3515.5625093941526,3554.965327120907
963,141,4154.24582748084,3607.123109092891
964,121,3295.891176203784,4542.92781564664
965,181,3698.09153398581,3734.526352994706
966,51,2706.107443509075,3643.6674528739422
967,51,3403.3756662704163,3580.108243531283
968,81,3069.7386577296556,3866.0000848311215
969,81,3312.238656288745,3784.09394141785
970,121,3060.4443054778953,3619.429950015845
971,21,3322.9357836740605,3721.819946240305
972,191,3244.1595633824977,3668.0711161802205
973,21,3426.9083148185105,3762.2826374577326
974,71,3916.903224386146,3625.395578502726
975,31,3569.1787607558917,3680.547940058816
976,61,3487.3870019622173,3578.120835461229
977,41,3699.819294381349,3550.9780545415033
978,21,3079.4634504223495,3753.495562539143
979,61,3484.3796783247703,4033.505829636494
980,101,3685.177812314322,3668.0164169189106
981,41,3864.8909887263676,3647.4832190863294
982,191,2947.1288834300353,3634.745536733379
983,141,3483.815666115506,3631.286463544304
984,41,2809.195857120179,3616.2576600488887
985,111,3881.68474955406,3826.4701039446672
986,31,4206.178153847721,3609.381040895533
987,91,4185.598337921334,3571.546860116242
988,31,3255.1283840783794,3670.366956855358
989,21,3966.3637025402304,3610.02161588079
990,81,4149.627977955937,3552.6621291877877
991,71,3394.6421826462133,3758.222964039124
992,81,2935.8499490534755,3617.3770593333943
993,71,3404.4440364537672,3869.4801352138597
994,81,3183.3685661368368,3652.03765178872
995,81,3935.0661674482863,3708.9091018912554
996,111,2840.376687540462,3632.1243097007286
997,51,2462.596786593,3858.9567340616527
998,191,3089.509857013815,3793.989104218912
999,91,3931.606867736062,3646.7982084598684
1000,41,3922.1804951616464,3632.326448223911
